,season,seed,wp,papg,ppg,fgp,fgp3,orpg,drpg,ftp,apg,bpg,spg,fpg,topg,offensive_rating,defensive_rating,efgp,true_shooting_percentage
1163,2003,5,0.7,71.4,80.03333333333333,0.47481243301178994,0.386411889596603,14.766666666666667,27.9,0.6742081447963801,15.633333333333333,7.733333333333333,5.933333333333334,18.4,15.8,113.07081689780017,100.8736733840433,0.6211146838156485,0.5504545089812808
1140,2003,12,0.7419354838709677,63.67741935483871,72.45161290322581,0.46884833228445566,0.384,10.870967741935484,24.419354838709676,0.753004005340454,13.419354838709678,2.5161290322580645,6.935483870967742,21.419354838709676,13.741935483870968,115.03648797597243,101.10508782928298,0.6500943989930774,0.5774446915452944
1181,2003,3,0.8,70.4,81.96666666666667,0.4535911602209945,0.3559870550161812,13.766666666666667,23.1,0.7090261282660333,13.833333333333334,5.133333333333334,8.5,21.266666666666666,14.033333333333333,115.48765000713873,99.19069410942537,0.6359116022099448,0.556347428674857
1161,2003,14,0.5666666666666667,72.66666666666667,74.0,0.5067178502879078,0.3631123919308357,10.8,23.466666666666665,0.7005494505494505,15.5,4.233333333333333,5.333333333333333,20.566666666666666,16.133333333333333,111.77977571539057,109.76572570250065,0.6276391554702495,0.5815171835708298
1211,2003,9,0.7419354838709677,68.19354838709677,77.06451612903226,0.4700407213496219,0.3756345177664975,11.935483870967742,25.322580645161292,0.7212041884816754,15.741935483870968,3.5161290322580645,6.806451612903226,18.64516129032258,14.548387096774194,115.05578929523634,101.81161095442847,0.6637579988365329,0.5737547432633652
1153,2003,8,0.6071428571428571,61.5,67.32142857142857,0.4039067422810334,0.3424908424908425,12.142857142857142,23.392857142857142,0.6898839137645107,12.285714285714286,4.25,5.178571428571429,18.964285714285715,10.607142857142858,107.27244583452843,97.99636696395646,0.5806553245116572,0.5030892616464497
1228,2003,4,0.8,61.4,75.43333333333334,0.48566308243727596,0.3685950413223141,9.733333333333333,25.4,0.7225130890052356,18.266666666666666,3.1,7.0,19.133333333333333,13.166666666666666,115.03613242727764,93.63524345163297,0.6854838709677419,0.581396842524439
1443,2003,13,0.7419354838709677,66.41935483870968,73.09677419354838,0.4598961338718984,0.3665644171779141,12.161290322580646,23.258064516129032,0.6620795107033639,14.193548387096774,3.5483870967741935,7.064516129032258,18.451612903225808,15.161290322580646,110.47278059891262,100.38104821410462,0.6667628390075014,0.5544002153010544
1242,2003,2,0.7666666666666667,66.36666666666666,81.33333333333333,0.48528624933119313,0.33962264150943394,14.3,26.9,0.6657458563535912,16.733333333333334,4.9,10.133333333333333,16.7,14.9,113.93010294798809,92.96509629895257,0.6008560727661851,0.5513127570156807
1429,2003,15,0.7333333333333333,60.1,65.96666666666667,0.4563543003851091,0.3324175824175824,12.633333333333333,22.366666666666667,0.7182866556836903,13.9,2.0,5.066666666666666,16.1,12.233333333333333,112.38239316006342,102.38779932672782,0.5728498074454429,0.5359294815376491
1266,2003,3,0.8214285714285714,67.67857142857143,78.39285714285714,0.4838095238095238,0.3793911007025761,13.107142857142858,24.071428571428573,0.7700453857791225,16.321428571428573,3.642857142857143,6.0,18.642857142857142,13.571428571428571,120.21495200164742,103.78466243422407,0.638095238095238,0.5810029248666605
1221,2003,14,0.8620689655172413,58.206896551724135,69.34482758620689,0.4591236102027469,0.3598130841121495,12.068965517241379,24.310344827586206,0.705607476635514,15.413793103448276,4.482758620689655,7.9655172413793105,18.379310344827587,13.931034482758621,110.95588689672219,93.1345286333501,0.6102027468933944,0.5482701273208103
1281,2003,6,0.6774193548387096,66.48387096774194,71.7741935483871,0.4419618528610354,0.3569230769230769,13.483870967741936,25.903225806451612,0.6589698046181173,13.741935483870968,4.32258064516129,5.709677419354839,16.870967741935484,13.612903225806452,110.03042279375403,101.92031522603463,0.6316076294277929,0.5291508615051667
1356,2003,11,0.8,68.1,74.53333333333333,0.472926267281106,0.38526315789473686,10.833333333333334,22.466666666666665,0.7061855670103093,13.566666666666666,3.2,7.966666666666667,19.333333333333332,12.5,112.93203067549113,103.18431961986958,0.6310483870967742,0.5555417525901265
1323,2003,5,0.7096774193548387,71.19354838709677,80.09677419354838,0.44869750132908026,0.38074074074074077,11.387096774193548,26.870967741935484,0.7598870056497176,16.903225806451612,5.645161290322581,7.451612903225806,16.225806451612904,12.774193548387096,114.42986919140527,101.71031868925954,0.6536416799574695,0.559915212195012
1454,2003,12,0.7666666666666667,69.93333333333334,77.1,0.47310584152689417,0.3562691131498471,11.533333333333333,23.0,0.6905132192846034,17.1,3.6,8.8,20.133333333333333,14.866666666666667,112.88168944797778,102.3890118728307,0.6752458068247542,0.5684652911756394
1328,2003,1,0.8,60.166666666666664,71.16666666666667,0.44693396226415094,0.3936731107205624,12.133333333333333,24.966666666666665,0.7078853046594982,14.166666666666666,3.7666666666666666,6.933333333333334,18.6,11.8,113.98776727061498,96.36904914447777,0.6450471698113207,0.5443512404069248
1354,2003,16,0.6666666666666666,71.26666666666667,72.8,0.45616186388718577,0.33405172413793105,12.966666666666667,24.266666666666666,0.6989664082687338,10.266666666666667,2.9,8.0,20.733333333333334,19.466666666666665,103.70843115355686,101.52409606515776,0.5987124463519313,0.546368798939284
1390,2003,4,0.7419354838709677,66.96774193548387,72.25806451612904,0.44191217342968314,0.3577371048252912,13.741935483870968,25.129032258064516,0.6754658385093167,14.64516129032258,3.3548387096774195,5.516129032258065,18.516129032258064,14.32258064516129,109.91254102093049,101.86537283904094,0.6211784324624792,0.5320917858330562
1360,2003,13,0.6071428571428571,71.57142857142857,74.67857142857143,0.47098065376917947,0.38415841584158417,11.535714285714286,26.357142857142858,0.6580732700135685,16.392857142857142,3.4285714285714284,5.392857142857143,20.142857142857142,18.178571428571427,107.0292249671388,102.5760721349336,0.6651100733822548,0.5654178440571637
1409,2003,13,0.7096774193548387,65.25806451612904,73.51612903225806,0.4626696832579186,0.3626760563380282,11.161290322580646,25.806451612903224,0.7271214642262895,14.774193548387096,5.0,7.580645161290323,17.322580645161292,14.32258064516129,110.34096763073397,97.94637012592138,0.6374434389140271,0.5549130133067118
1173,2003,4,0.8275862068965517,66.3103448275862,72.79310344827586,0.45165394402035625,0.3603305785123967,13.482758620689655,23.17241379310345,0.7155824508320726,15.206896551724139,2.9310344827586206,5.379310344827586,17.586206896551722,13.310344827586206,116.90523974711698,106.49397254083654,0.6596692111959288,0.5596574715995706
1458,2003,5,0.7586206896551724,58.689655172413794,70.72413793103448,0.46449136276391556,0.35912698412698413,10.310344827586206,22.551724137931036,0.7411347517730497,13.310344827586206,2.8275862068965516,6.9655172413793105,14.827586206896552,10.517241379310345,116.30781933329705,96.51677645308219,0.6381957773512476,0.5601070511770168
1451,2003,12,0.8620689655172413,67.17241379310344,74.20689655172414,0.4657534246575342,0.3352272727272727,10.344827586206897,22.75862068965517,0.7342281879194631,14.275862068965518,0.6551724137931034,6.758620689655173,18.862068965517242,12.448275862068966,115.08267556525273,104.17335130163212,0.6389432485322897,0.5702550513415038
1120,2003,10,0.6333333333333333,65.56666666666666,70.1,0.46983546617915906,0.3448979591836735,11.933333333333334,22.566666666666666,0.6621621621621622,13.4,4.966666666666667,8.033333333333333,16.366666666666667,15.9,107.32044875563395,100.38008687700047,0.6243144424131627,0.5470294454271147
1386,2003,7,0.7931034482758621,59.275862068965516,70.62068965517241,0.44550063371356147,0.3675078864353312,11.172413793103448,24.137931034482758,0.6828046744574291,14.0,5.551724137931035,7.206896551724138,18.75862068965517,12.931034482758621,111.48708970791255,93.57729844135822,0.6669835234474017,0.5497912779694232
1139,2003,12,0.8275862068965517,60.93103448275862,68.58620689655173,0.47515316541865216,0.38801261829652994,7.827586206896552,20.379310344827587,0.7229166666666667,12.96551724137931,1.8620689655172413,6.344827586206897,16.06896551724138,10.413793103448276,116.9229683972912,103.8727426636569,0.7263444520081688,0.5860341779611078
1280,2003,5,0.7,60.166666666666664,70.16666666666667,0.47192353643966545,0.3436213991769547,12.666666666666666,24.6,0.6767485822306238,14.5,3.7333333333333334,8.733333333333333,15.9,15.633333333333333,108.85843955434751,93.344172634488,0.6215651135005974,0.5466751503032035
1196,2003,2,0.7741935483870968,64.6774193548387,75.90322580645162,0.4765981735159817,0.39212827988338195,10.806451612903226,24.258064516129032,0.7052810902896082,16.419354838709676,4.096774193548387,7.774193548387097,16.903225806451612,13.387096774193548,116.11771068973823,98.94433061322785,0.706906392694064,0.5793212118227814
1358,2003,15,0.7777777777777778,65.25925925925925,71.77777777777777,0.45523941707147814,0.35860655737704916,10.777777777777779,25.962962962962962,0.710236220472441,15.592592592592593,5.592592592592593,7.814814814814815,19.59259259259259,15.703703703703704,107.63078973675442,97.85627013217817,0.6374045801526718,0.5560576716160964
1231,2003,7,0.625,67.0,70.53125,0.42662116040955633,0.34826589595375723,11.21875,25.625,0.712707182320442,13.8125,5.34375,4.4375,18.0625,11.5,111.37626920586796,105.80005368957949,0.6322525597269625,0.5368951900661306
1104,2003,10,0.6071428571428571,65.0,69.28571428571429,0.4203622735790131,0.32014388489208634,13.571428571428571,23.928571428571427,0.7098976109215017,12.107142857142858,3.7857142857142856,6.607142857142857,18.035714285714285,13.285714285714286,107.98799440688987,101.30832464976265,0.5871330418488445,0.5161358980498577
1246,2003,1,0.90625,64.09375,77.53125,0.48742643124665597,0.3559322033898305,12.875,24.15625,0.706766917293233,16.1875,5.09375,7.8125,17.375,14.0625,116.2627228251701,96.11239198485444,0.639111824505083,0.5677670347273871
1237,2003,16,0.59375,70.40625,71.25,0.45307068366164543,0.3495798319327731,11.6875,20.90625,0.7016574585635359,13.375,1.8125,8.1875,19.34375,15.90625,107.71463558438023,106.43906753140732,0.6338354577056778,0.5507512440214503
1257,2003,4,0.8,68.46666666666667,81.83333333333333,0.45972602739726026,0.3603988603988604,13.2,25.1,0.6958831341301461,16.6,4.733333333333333,7.2,22.666666666666668,13.366666666666667,116.89541027194014,97.80169967354992,0.6676712328767124,0.5623833140527105
1122,2003,13,0.7407407407407407,67.70370370370371,69.70370370370371,0.4523470839260313,0.34913793103448276,10.62962962962963,24.22222222222222,0.691358024691358,13.407407407407407,4.666666666666667,7.037037037037037,18.666666666666668,15.222222222222221,106.67192657888056,103.61120179925274,0.6251778093883357,0.5490722371338546
1268,2003,6,0.6785714285714286,66.85714285714286,80.78571428571429,0.4644870349492672,0.39789473684210525,13.75,26.75,0.7036423841059603,18.892857142857142,6.607142857142857,10.892857142857142,19.0,14.107142857142858,113.77903327055868,94.16195856873823,0.6242953776775648,0.5487893638701538
1423,2003,11,0.8,59.6,71.36666666666666,0.46158392434988177,0.3677536231884058,9.966666666666667,23.133333333333333,0.6886446886446886,14.666666666666666,1.9,9.2,18.433333333333334,11.466666666666667,111.71429525550798,93.29526385653818,0.641548463356974,0.5485945627386168
1277,2003,7,0.6129032258064516,60.96774193548387,67.2258064516129,0.45075757575757575,0.36626506024096384,10.67741935483871,24.258064516129032,0.7346938775510204,13.612903225806452,3.7096774193548385,6.387096774193548,20.032258064516128,14.548387096774194,106.94550500447488,96.98992536394316,0.5946969696969697,0.545592585805168
1160,2003,10,0.6451612903225806,70.06451612903226,75.51612903225806,0.44345081536033665,0.32558139534883723,14.483870967741936,27.967741935483872,0.6752021563342318,13.387096774193548,6.645161290322581,6.129032258064516,17.70967741935484,14.0,108.93884905477749,101.07440416359536,0.5649658074697528,0.519425769375846
1329,2003,6,0.6896551724137931,62.206896551724135,68.72413793103448,0.44492843808338517,0.375,12.379310344827585,24.06896551724138,0.6512345679012346,12.241379310344827,5.586206896551724,8.793103448275861,20.137931034482758,14.655172413793103,104.80824246095854,94.86907646742057,0.5765401369010579,0.5204198871944851
1335,2003,11,0.8148148148148148,59.407407407407405,70.18518518518519,0.46585190510424157,0.411864406779661,9.333333333333334,24.185185185185187,0.7021696252465484,14.851851851851851,2.1481481481481484,7.185185185185185,17.77777777777778,13.0,114.04725107005812,96.5339264994054,0.7278936017253774,0.580638242458597
1338,2003,2,0.8666666666666667,58.833333333333336,74.6,0.5021806853582554,0.35834896810506567,11.3,25.366666666666667,0.6359649122807017,17.766666666666666,4.1,8.066666666666666,17.966666666666665,15.1,114.05890699153579,89.95262325293149,0.6806853582554517,0.5798227887455308
1447,2003,15,0.6774193548387096,71.45161290322581,75.54838709677419,0.4720357941834452,0.38380281690140844,12.0,22.35483870967742,0.7290969899665551,16.096774193548388,2.806451612903226,7.516129032258065,17.580645161290324,14.96774193548387,112.73229977742349,106.61914773996287,0.6549217002237137,0.5651408025868101
1345,2003,9,0.6428571428571429,65.25,71.75,0.4366382140512147,0.3294930875576037,10.392857142857142,23.464285714285715,0.7507002801120448,12.25,2.9285714285714284,7.178571428571429,19.821428571428573,13.821428571428571,106.87170713854063,97.18994969741848,0.577478660538411,0.5394302284993153
1261,2003,8,0.6774193548387096,62.903225806451616,73.2258064516129,0.4868189806678383,0.3834862385321101,10.612903225806452,24.516129032258064,0.6477272727272727,16.387096774193548,4.161290322580645,8.0,16.35483870967742,13.870967741935484,112.56704433653877,96.6985623155289,0.6704745166959578,0.5676135227045409
1393,2003,3,0.8275862068965517,69.89655172413794,80.10344827586206,0.4700665188470067,0.33043478260869563,14.310344827586206,26.896551724137932,0.6934306569343066,14.96551724137931,7.275862068965517,8.310344827586206,16.586206896551722,13.620689655172415,114.71604938271605,100.09876543209876,0.5964523281596452,0.5454652186674493
1264,2003,14,0.7931034482758621,67.75862068965517,76.17241379310344,0.4505692031156381,0.3485838779956427,11.310344827586206,23.310344827586206,0.7864357864357865,13.862068965517242,3.896551724137931,9.172413793103448,21.93103448275862,14.206896551724139,110.51144436306586,98.30465738950856,0.5943678849610545,0.5527543883793962
1400,2003,1,0.7857142857142857,68.67857142857143,78.85714285714286,0.448512585812357,0.34893617021276596,16.178571428571427,26.142857142857142,0.7147147147147147,14.5,3.857142857142857,6.392857142857143,20.357142857142858,13.428571428571429,115.73200493118979,100.79377059903894,0.5892448512585813,0.5347930341269649
1428,2003,9,0.7666666666666667,60.0,66.73333333333333,0.45663600525624176,0.38188277087033745,10.133333333333333,23.2,0.7039007092198581,13.2,3.7666666666666666,4.666666666666667,20.1,12.7,111.7047869016373,100.43387433713643,0.6685282522996058,0.5592491200625733
1332,2003,8,0.71875,73.96875,82.21875,0.46118951612903225,0.391304347826087,11.375,24.5,0.7760968229954615,17.46875,2.78125,8.03125,20.9375,15.21875,113.20335815115811,101.84429826825969,0.6789314516129032,0.5724605359066135
1448,2003,2,0.8275862068965517,67.62068965517241,78.41379310344827,0.4566265060240964,0.3443579766536965,14.758620689655173,26.93103448275862,0.7525906735751295,14.586206896551724,4.379310344827586,6.413793103448276,18.482758620689655,15.10344827586207,116.30333382432366,100.29500335510058,0.6165662650602409,0.5610105096955642
1190,2003,15,0.6296296296296297,77.48148148148148,79.70370370370371,0.4571773220747889,0.3439024390243902,14.0,24.037037037037038,0.7388059701492538,14.037037037037036,5.2592592592592595,10.703703703703704,19.51851851851852,18.74074074074074,106.53043443824008,103.56025503940438,0.5847406513872135,0.5444655281467425
1462,2003,3,0.8333333333333334,65.96666666666667,78.23333333333333,0.4527027027027027,0.3621013133208255,13.933333333333334,25.5,0.746922024623803,16.4,3.033333333333333,5.466666666666667,15.766666666666667,13.033333333333333,116.6283040545107,98.34146302679024,0.6157094594594594,0.5526969586360372
1407,2003,14,0.8333333333333334,70.56666666666666,79.36666666666666,0.43214285714285716,0.3341176470588235,15.066666666666666,24.7,0.6877133105802048,15.066666666666666,5.2,9.533333333333333,16.6,13.733333333333333,112.82135844307474,100.31197640654734,0.6494897959183673,0.5318649898362633
1197,2004,16,0.4666666666666667,73.96666666666667,72.1,0.4136282127913927,0.3469945355191257,11.433333333333334,22.533333333333335,0.7133152173913043,12.7,1.6,8.333333333333334,21.9,16.933333333333334,102.99529164381057,105.66183641128787,0.6413628212791392,0.5347078018392168
1250,2004,16,0.6428571428571429,63.67857142857143,65.85714285714286,0.42157511581733953,0.3460764587525151,11.178571428571429,24.428571428571427,0.7171171171171171,12.5,3.3214285714285716,7.178571428571429,18.857142857142858,14.642857142857142,102.62917696297781,99.23417707428928,0.5923229649238915,0.5195463830386702
1104,2004,8,0.5862068965517241,67.44827586206897,72.20689655172414,0.4526645768025078,0.38333333333333336,11.310344827586206,24.0,0.6987381703470031,11.862068965517242,3.103448275862069,6.448275862068965,18.344827586206897,13.275862068965518,111.6785705142974,104.31866472109157,0.6473354231974922,0.552171505418875
1356,2004,9,0.8620689655172413,62.89655172413793,71.27586206896552,0.44463869463869465,0.3288973384030418,13.206896551724139,22.20689655172414,0.6878504672897197,14.10344827586207,3.103448275862069,10.275862068965518,19.379310344827587,12.068965517241379,111.15054526682584,98.08350003226431,0.5958624708624709,0.5245860034261786
1163,2004,2,0.8181818181818182,63.93939393939394,79.0909090909091,0.48089017900338654,0.40037950664136623,15.303030303030303,29.484848484848484,0.616191904047976,18.242424242424242,8.727272727272727,6.151515151515151,16.060606060606062,13.787878787878787,116.49331033817876,94.1765842197537,0.6340106434446057,0.5474395142260863
1436,2004,15,0.7333333333333333,62.1,66.4,0.4261025029797378,0.3282051282051282,11.633333333333333,24.9,0.6788990825688074,14.566666666666666,2.8666666666666667,7.0,15.266666666666667,12.566666666666666,105.60468223169413,98.76582479801515,0.597735399284863,0.5142303969022265
1177,2004,7,0.7,67.66666666666667,70.86666666666666,0.46976175931582165,0.36255924170616116,12.066666666666666,23.766666666666666,0.7038834951456311,13.733333333333333,2.3666666666666667,5.7,17.4,13.433333333333334,112.32701850489886,107.25486715190249,0.6099572388515577,0.5506202895547901
1173,2004,10,0.75,64.09375,67.96875,0.4517096580683863,0.3269230769230769,12.21875,25.78125,0.670028818443804,14.9375,2.84375,4.53125,17.09375,14.28125,109.84049644874312,103.57832561672282,0.6352729454109178,0.5446623093681917
1181,2004,1,0.84375,64.96875,79.75,0.47140566541956175,0.368,13.40625,22.84375,0.7313237221494102,14.25,6.8125,9.34375,18.71875,14.1875,117.70739933065447,95.8909416960935,0.6557990379476216,0.571319833887415
1106,2004,16,0.5333333333333333,60.6,61.43333333333333,0.4220246238030096,0.33400402414486924,11.7,22.766666666666666,0.6572700296735905,10.266666666666667,3.1333333333333333,7.066666666666666,18.7,17.2,98.59495501972968,97.25753023649949,0.5923392612859097,0.5170720758634234
1211,2004,2,0.9310344827586207,65.93103448275862,82.34482758620689,0.5149847094801223,0.4144736842105263,11.551724137931034,27.93103448275862,0.7562408223201175,18.20689655172414,3.793103448275862,6.275862068965517,15.931034482758621,13.551724137931034,123.35883162449325,98.7697177830951,0.6883792048929663,0.609658024738636
1434,2004,15,0.5862068965517241,71.44827586206897,72.27586206896552,0.4440321583178726,0.3128834355828221,11.89655172413793,26.517241379310345,0.7110799438990182,15.413793103448276,3.2758620689655173,6.655172413793103,22.517241379310345,16.17241379310345,104.98435252303044,103.78224161627818,0.5859616573902289,0.535876359824613
1264,2004,12,0.8275862068965517,63.44827586206897,74.34482758620689,0.4415990006246096,0.36784140969163,12.172413793103448,22.689655172413794,0.7595772787318362,10.793103448275861,4.172413793103448,9.448275862068966,20.310344827586206,13.0,113.16444746776178,96.57819264410097,0.5980637101811368,0.5498386952807212
1196,2004,5,0.6666666666666666,69.13333333333334,76.96666666666667,0.4826762246117085,0.37962962962962965,10.233333333333333,24.933333333333334,0.7525252525252525,16.266666666666666,3.1333333333333333,6.533333333333333,18.866666666666667,14.666666666666666,115.12856105752738,103.4112757181948,0.7031063321385902,0.5901899138614114
1268,2004,4,0.6333333333333333,71.76666666666667,77.36666666666666,0.4408376963350785,0.3347826086956522,15.766666666666667,25.733333333333334,0.6264591439688716,14.033333333333333,6.766666666666667,8.733333333333333,19.5,15.133333333333333,107.10976235569488,99.35687994476996,0.5617801047120419,0.5098353633757647
1431,2004,13,0.7586206896551724,67.24137931034483,75.48275862068965,0.47058823529411764,0.3782608695652174,10.275862068965518,24.06896551724138,0.7464589235127479,16.275862068965516,2.6206896551724137,7.0,17.06896551724138,13.551724137931034,113.36705860906027,100.98938523877,0.635673624288425,0.5711378401648969
1305,2004,10,0.7333333333333333,66.16666666666667,75.5,0.4554736245036869,0.34032634032634035,13.4,25.466666666666665,0.7144846796657381,14.233333333333333,4.7,6.5,18.3,13.0,112.77813627781362,98.83646821698015,0.5796937039137833,0.5382476652170813
1277,2004,7,0.6206896551724138,67.34482758620689,71.44827586206897,0.4952185792349727,0.4039301310043668,9.10344827586207,21.379310344827587,0.7693661971830986,14.724137931034482,1.8620689655172413,7.068965517241379,20.82758620689655,14.620689655172415,113.9683880733622,107.42290632590559,0.6847677595628415,0.5975314338447342
1314,2004,6,0.6428571428571429,75.46428571428571,83.07142857142857,0.4623955431754875,0.3540856031128405,15.357142857142858,24.642857142857142,0.6797752808988764,18.357142857142858,4.214285714285714,9.607142857142858,18.5,15.642857142857142,113.15695248770162,102.7947724017685,0.6144846796657382,0.5451903243952747
1102,2004,11,0.7857142857142857,50.42857142857143,60.17857142857143,0.4825828377230246,0.38102893890675243,6.142857142857143,15.357142857142858,0.7090909090909091,13.25,2.357142857142857,7.785714285714286,16.642857142857142,10.785714285714286,115.77891380826738,97.02066842568162,0.7846219201359388,0.6078643578643579
1371,2004,8,0.6785714285714286,64.46428571428571,72.28571428571429,0.4591708542713568,0.3538135593220339,11.785714285714286,25.321428571428573,0.7168784029038112,13.25,3.142857142857143,6.785714285714286,18.107142857142858,13.142857142857142,111.45030769976258,99.39120820062818,0.6165201005025126,0.5459277940363323
1112,2004,9,0.6896551724137931,78.41379310344827,87.51724137931035,0.48488063660477454,0.38420107719928187,13.89655172413793,25.689655172413794,0.786053882725832,18.896551724137932,4.551724137931035,6.9655172413793105,16.06896551724138,14.96551724137931,119.31760484717192,106.90631734533844,0.6551724137931034,0.5808511368707733
1386,2004,1,0.9642857142857143,61.5,77.78571428571429,0.47861635220125787,0.4068554396423249,9.678571428571429,23.25,0.7027522935779816,16.535714285714285,3.5714285714285716,9.142857142857142,17.035714285714285,11.714285714285714,119.03981111038237,94.11687545090838,0.7361635220125786,0.5890068284767764
1251,2004,16,0.5483870967741935,67.0,68.74193548387096,0.42721695482431676,0.3040650406504065,13.225806451612904,24.161290322580644,0.6832504145936982,13.774193548387096,3.3225806451612905,8.774193548387096,19.419354838709676,15.806451612903226,102.79549725814356,100.19063716807328,0.5836586726157278,0.5124012647727135
1390,2004,1,0.9666666666666667,60.7,73.93333333333334,0.48418491484184917,0.36619718309859156,11.1,25.2,0.752,16.366666666666667,4.433333333333334,6.366666666666666,17.266666666666666,13.966666666666667,113.98910473841094,93.58618563058896,0.6265206812652068,0.5713917691762735
1427,2004,16,0.5714285714285714,72.64285714285714,72.42857142857143,0.42983565107458915,0.3608058608058608,12.357142857142858,25.142857142857142,0.7019374068554396,12.607142857142858,2.7857142857142856,6.892857142857143,19.821428571428573,17.107142857142858,103.87343421554046,104.18075206824916,0.6166245259165614,0.533480645543148
1393,2004,5,0.75,66.82142857142857,72.92857142857143,0.4632396891811118,0.3118556701030928,13.928571428571429,24.714285714285715,0.6363636363636364,15.357142857142858,6.857142857142857,7.892857142857143,17.642857142857142,12.785714285714286,110.90544903128816,101.6180681378747,0.5717274357441722,0.5236098824313756
1140,2004,12,0.7037037037037037,65.37037037037037,72.18518518518519,0.4867573371510379,0.34523809523809523,9.962962962962964,23.444444444444443,0.729064039408867,14.666666666666666,3.259259259259259,7.185185185185185,19.11111111111111,14.0,113.08620313508145,102.41003003253913,0.6424481030780244,0.5779009947962224
1400,2004,3,0.7666666666666667,66.4,77.13333333333334,0.4406599254922831,0.36042402826855124,16.3,25.1,0.6755952380952381,13.833333333333334,3.9,6.966666666666667,19.433333333333334,11.866666666666667,116.71589515139779,100.47453031183423,0.6035125066524747,0.526339732508416
1343,2004,14,0.7307692307692307,56.80769230769231,62.5,0.47897774113767516,0.3435448577680525,8.576923076923077,22.192307692307693,0.7116279069767442,13.115384615384615,3.269230769230769,6.653846153846154,18.115384615384617,13.5,109.54268457099714,99.56587391468479,0.6731244847485574,0.5732933497971423
1403,2004,8,0.6875,66.4375,73.40625,0.4641711229946524,0.3390804597701149,11.3125,22.6875,0.7377049180327869,14.75,3.53125,8.25,16.71875,12.46875,109.93608824091027,99.49941404860589,0.5588235294117647,0.5366137819963678
1150,2004,9,0.7241379310344828,71.44827586206897,79.34482758620689,0.45048654836863194,0.3434650455927052,14.758620689655173,26.17241379310345,0.6447876447876448,16.20689655172414,2.9655172413793105,8.724137931034482,18.896551724137932,15.310344827586206,112.41982575659864,101.23158581819747,0.6445334859759588,0.5436952849024728
1448,2004,4,0.6785714285714286,75.64285714285714,83.82142857142857,0.4716312056737589,0.3828264758497317,14.035714285714286,23.5,0.7131474103585658,15.75,3.25,9.25,20.821428571428573,15.035714285714286,117.66959060809157,106.1884077153549,0.6613475177304965,0.5725297913083781
